"TnB","TcmB","TemB","TeffB","CD19.B","TnP","TcmP","TemP","TeffP","CD19.P","t"
0,0,138008680,1566757,13505585,0,0,400507,5431,499976379973,0.0303438631431075
0,0,137917140,1654860,14196475,0,0,400452,6128,499976649973,0.0317098667190051
0,0,137827620,1723661,14586355,0,0,420378,6827,499972159973,0.0327858336259894
0,0,137682060,1822163,15273265,0,0,460242,7225,499972389973,0.0340710823209798
0,0,137622930,1870065,16062135,0,0,469877,8123,499970519973,0.0353645877567958
0,0,137563700,1918568,16854035,0,0,480214,8420,499967619973,0.0367292184558142
0,0,137512850,1956570,17443835,0,0,490173,9118,499964959973,0.0381598379562669
0,0,137431180,2014573,17733835,0,0,510146,9715,499959529973,0.0395838734729051
0,0,137340891,2092476,18127735,0,0,519844,10412,499958039973,0.0408608214564672
0,0,137290311,2111079,18514635,0,0,549831,10909,499954479973,0.0421508047013572
0,0,137186251,2179481,19103535,0,0,579996,11207,499946799973,0.0434494356137453
0,0,137155511,2198084,19789535,0,0,590043,11704,499940009973,0.0446714730920162
0,0,137046431,2276589,20581535,0,0,619728,12299,499935069973,0.0459475938017433
0,0,136965701,2354691,21468335,0,0,619658,12697,499928089973,0.0471504474090656
0,0,136887801,2423294,21951935,0,0,629863,12994,499927489973,0.0482511458140306
0,0,136857201,2450696,22739935,0,0,629965,13692,499922589973,0.0495504406633259
0,0,136804201,2486901,23639435,0,0,639869,15087,499914539973,0.0511820669146951
0,0,136675601,2574403,24638935,0,0,679176,16085,499909349973,0.0527836857998618
0,0,136536501,2688309,25018735,0,0,699886,16479,499901839973,0.0541848276185861
0,0,136467201,2744810,25888235,0,0,710495,17278,499891759973,0.0559546443600975
0,0,136357301,2832212,26567935,0,0,730405,18076,499884909973,0.0574502785051846
0,0,136275901,2880115,27447135,0,0,759911,18573,499876739973,0.0587957003936253
0,0,136185804,2936818,28416335,0,0,789816,19070,499871529973,0.0603858592747194
0,0,136126805,2973023,28795835,0,0,809623,20365,499867899973,0.0621793521497854
0,0,136055205,3040525,29365435,0,0,809731,21363,499862069973,0.0636167250862577
0,0,135963505,3130331,29754935,0,0,809240,22457,499858389973,0.0649626529998896
0,0,135851505,3197838,30903935,0,0,849250,23150,499849189973,0.0666811077261606
0,0,135740405,3296346,31453235,0,0,859459,24042,499836489973,0.0682177333552887
0,0,135601505,3394555,32432635,0,0,900170,25233,499826389973,0.0695971839654981
0,0,135518305,3441465,33212035,0,0,929877,26823,499818189973,0.0710737126933361
0,0,135416805,3527573,34091235,0,0,939482,28715,499810089973,0.0727898687029529
0,0,135235805,3653182,34760335,0,0,989487,30106,499801289973,0.0744970674452111
0,0,135125305,3745891,35939835,0,0,999200,30997,499793989973,0.0758550887826437
0,0,135064905,3803197,36609235,0,0,999313,32191,499780889973,0.0770741914375927
0,0,135023905,3828209,37288735,0,0,1009223,33579,499771789973,0.0787723202400508
0,0,134904606,3895517,37477835,0,0,1059436,34771,499765189973,0.0803500873720699
0,0,134835006,3949021,38236935,0,0,1070344,35567,499749889973,0.08201484436778
0,0,134774306,3996431,39095935,0,0,1079854,37257,499746589973,0.0833255611635365
0,0,134684207,4053844,39445135,0,0,1109765,38244,499736989973,0.0846434985675291
0,0,134593907,4130453,40434135,0,0,1119378,39235,499728589973,0.0860122444728459
0,0,134565708,4136967,40873535,0,0,1138892,40121,499712689973,0.0874805445469072
0,0,134455208,4243280,41562935,0,0,1138901,41308,499700789973,0.0888519087743674
0,0,134373809,4311888,42242035,0,0,1148514,42200,499687889973,0.0900610020447578
0,0,134283710,4386899,42691435,0,0,1158122,43689,499673689973,0.0913970808346561
0,0,134222310,4432609,43260635,0,0,1168833,44379,499660989973,0.0931186707948108
0,0,134131510,4489220,43948935,0,0,1198645,45068,499654689973,0.0944389892860978
0,0,134041810,4556432,44637235,0,0,1218853,46056,499650389973,0.0955741858004786
0,0,133961611,4613539,45286735,0,0,1238860,47349,499639089973,0.0968784610931814
0,0,133871211,4678851,45785735,0,0,1258268,48937,499629189973,0.0982501219961137
0,0,133781412,4756963,46034535,0,0,1268079,50125,499616389973,0.0996339940092946
0,0,133728512,4779275,46913335,0,0,1287687,51313,499606189973,0.100835958597446
0,0,133647112,4816585,47802335,0,0,1327495,52503,499597089973,0.101939747367913
0,0,133554413,4864200,48381835,0,0,1367605,53488,499589289973,0.103001238222329
0,0,133501413,4901413,48930735,0,0,1376715,55275,499585189973,0.104071173145897
0,0,133451713,4928830,49399535,0,0,1396928,56258,499578389973,0.105156835032557
0,0,133352713,4993939,50088835,0,0,1427239,57349,499563889973,0.106180885444394
0,0,133242113,5048549,50868835,0,0,1477247,58239,499542089973,0.107693882049204
0,0,133142914,5136769,51448835,0,0,1487062,59919,499532089973,0.108945591730792
0,0,133063114,5212079,52108835,0,0,1487077,60909,499518789973,0.110115530270711
0,0,132903514,5309189,52666835,0,0,1546987,62299,499504289973,0.111377156024982
0,0,132814416,5371519,53035835,0,0,1566600,63669,499497289973,0.112695357338792
0,0,132713316,5466929,53603835,0,0,1566213,65059,499486489973,0.114259992945813
0,0,132662817,5500539,54273835,0,0,1576127,66449,499470389973,0.115546116527746
0,0,132570718,5553749,54759835,0,0,1605734,67739,499452289973,0.11680614330964
0,0,132486019,5611159,55138835,0,0,1625849,69129,499440989973,0.117986787764533
0,0,132403520,5666609,55597835,0,0,1644962,70779,499433089973,0.119134889272932
0,0,132339220,5714729,56644835,0,0,1655492,72359,499410689973,0.120938234851886
0,0,132239421,5781439,57082835,0,0,1685502,74549,499383889973,0.122599670922814
0,0,132146822,5844769,58738835,0,0,1706002,75819,499363689973,0.124125060281879
0,0,132084523,5887989,59336835,0,0,1715422,77699,499354389973,0.125605000351253
0,0,131974626,5981129,59904835,0,0,1725242,79559,499334189973,0.12735231234685
0,0,131873627,6036039,60679835,0,0,1765072,81649,499303689973,0.128750799720167
0,0,131773427,6100059,61098835,0,0,1795002,83529,499292789973,0.130200525020987
0,0,131644528,6214859,62038835,0,0,1804612,85629,499281489973,0.131662877875773
0,0,131563928,6266879,62806835,0,0,1825032,87009,499269589973,0.133257681137057
0,0,131483829,6333009,63663835,0,0,1833842,89079,499240289973,0.134966837986574
0,0,131404731,6384349,64531835,0,0,1853062,91639,499218589973,0.136257674572267
0,0,131305232,6429169,65309835,0,0,1902172,93819,499186889973,0.137611298920286
0,0,131255532,6465089,65865835,0,0,1912002,95599,499157189973,0.139240022856028
0,0,131212633,6486599,66723835,0,0,1921722,98089,499135789973,0.140789952556454
0,0,131102834,6549309,67878835,0,0,1961732,100079,499114189973,0.142258540491875
0,0,131042534,6582929,69047835,0,0,1981872,101959,499113189973,0.143801791327124
0,0,130972735,6627359,69693835,0,0,2001892,104329,499092989973,0.145040436398349
0,0,130891636,6680859,70448835,0,0,2021412,106629,499073189973,0.146414554011144
0,0,130790836,6756079,71083835,0,0,2041622,108109,499043789973,0.147991033659476
0,0,130711036,6827299,71692835,0,0,2041022,109889,499022989973,0.149459400775218
0,0,130630636,6866129,72251835,0,0,2070242,112459,499002589973,0.150933141139271
0,0,130561137,6901159,73087835,0,0,2099652,114429,498983189973,0.152142589346395
0,0,130530039,6921739,73506835,0,0,2099262,115549,498964389973,0.153400365742172
0,0,130431939,7004159,74274835,0,0,2108882,118129,498965689973,0.154734274793467
0,0,130342439,7080309,74841835,0,0,2118502,120179,498965189973,0.156016960163136
0,0,130271039,7126339,75663835,0,0,2137642,122349,498943489973,0.157422240035792
0,0,130170539,7169159,76521835,0,0,2187342,124629,498942289973,0.159037690369462
0,0,130081139,7234999,77178835,0,0,2207452,126789,498944389973,0.16039100024134
0,0,130032140,7259809,78055835,0,0,2226802,128979,498904289973,0.161709849487732
0,0,129902940,7353349,78702835,0,0,2257002,130239,498875589973,0.162973063695937
0,0,129794140,7419069,78820835,0,0,2286412,132319,498855589973,0.164203960827934
0,0,129736040,7473689,80047835,0,0,2285622,134799,498845289973,0.165715658308429
0,0,129685941,7497059,80773835,0,0,2304532,136529,498845189973,0.167302751193486
0,0,129556642,7592609,81449835,0,0,2333652,138479,498832989973,0.168710899845202
0,0,129446442,7646139,81837835,0,0,2383192,140449,498763389973,0.170095683171425
0,0,129375942,7679779,82212835,0,0,2411922,143509,498731689973,0.171130545722308
0,0,129326442,7714149,82831835,0,0,2421142,146239,498729489973,0.172569454278768
0,0,129265042,7756079,83400835,0,0,2430482,148409,498730089973,0.173928158135273
0,0,129186642,7802699,83947835,0,0,2460312,150889,498708989973,0.175395738018226
0,0,129137042,7838139,84595835,0,0,2469642,152449,498698989973,0.176766158511754
0,0,129018943,7945199,84792835,0,0,2478492,154889,498689689973,0.178279153731414
0,0,128911144,8028549,85730835,0,0,2497612,156739,498669689973,0.179651159142491
0,0,128860546,8071789,86276835,0,0,2497242,159999,498649089973,0.180847572431985
0,0,128763046,8152209,86632835,0,0,2505882,162679,498605689973,0.182292012034835
0,0,128682147,8201539,86979835,0,0,2525292,164949,498605289973,0.183713709339191
0,0,128632647,8227069,87504835,0,0,2543902,167719,498565689973,0.185013203431818
0,0,128553147,8298119,88331835,0,0,2543702,169669,498522789973,0.186429610488045
0,0,128473848,8363129,88777835,0,0,2551742,172259,498502289973,0.187708803169618
0,0,128394949,8413659,89633835,0,0,2570982,176129,498490389973,0.189015853485756
0,0,128366449,8425399,90747835,0,0,2580792,178189,498490189973,0.190554101755936
0,0,128305851,8448559,91203835,0,0,2610412,180029,498479689973,0.191931156053532
0,0,128226752,8514479,91737835,0,0,2620342,182309,498428089973,0.193131855281249
0,0,128178253,8546309,92363835,0,0,2628852,185079,498425389973,0.194504098066183
0,0,128095054,8591469,93107835,0,0,2657852,187519,498415589973,0.195863969649719
0,0,127993655,8672099,94026835,0,0,2665962,190389,498382589973,0.197165725354426
0,0,127913955,8722749,94873835,0,0,2684892,193139,498362689973,0.198665650955762
0,0,127854755,8756279,95330835,0,0,2703722,196409,498355189973,0.199706536046049
0,0,127783057,8809209,95968835,0,0,2713672,198979,498332489973,0.201073190041594
0,0,127763758,8812679,96394835,0,0,2723382,201709,498270989973,0.202401738873043
0,0,127701558,8867449,96729835,0,0,2723292,204239,498268589973,0.203547616653989
0,0,127628959,8919599,97396835,0,0,2732642,207089,498246889973,0.204660855456527
0,0,127539859,8971469,97732835,0,0,2761962,209619,498226489973,0.205984479507545
0,0,127471061,9037199,98646835,0,0,2762192,211789,498178489973,0.207313310195096
0,0,127369564,9130349,98978835,0,0,2762212,213639,498146089973,0.208396822158228
0,0,127301164,9172899,99434835,0,0,2780772,216489,498145589973,0.209618003917564
0,0,127211065,9255929,100597835,0,0,2780902,218259,498121389973,0.21083818185593
0,0,127171068,9266579,101563835,0,0,2799422,220909,498120389973,0.212070585731653
0,0,127131868,9300109,101787835,0,0,2798842,223779,498051089973,0.213473478579861
0,0,127084070,9322139,102193835,0,0,2817552,226449,498028589973,0.214677969402966
0,0,127034372,9343609,102852835,0,0,2836492,229479,497996889973,0.21598575719298
0,0,126966374,9383699,103256835,0,0,2853492,234389,497960389973,0.217795933170681
0,0,126858277,9466749,104188835,0,0,2873442,235339,497938389973,0.219480082217759
0,0,126779378,9519859,105391835,0,0,2891152,237229,497899089973,0.221207899523742
0,0,126738379,9548949,106212835,0,0,2891192,240139,497869189973,0.222741294919361
0,0,126670680,9589019,106584835,0,0,2910902,243069,497825689973,0.224406929251172
0,0,126580081,9641139,107094835,0,0,2940332,244949,497804089973,0.225956942537603
0,0,126502582,9658169,107968835,0,0,2987672,249919,497783089973,0.227822097543408
0,0,126453582,9689279,109110835,0,0,2994422,255809,497752889973,0.229459481950962
0,0,126353483,9761369,109767835,0,0,3013652,257719,497724189973,0.230982997559386
0,0,126273785,9805429,110370835,0,0,3040912,260659,497661489973,0.232775705896916
0,0,126124987,9935499,110913835,0,0,3049842,265589,497591889973,0.234306845814128
0,0,126007687,10015599,111637835,0,0,3080442,267489,497554089973,0.235466090328951
0,0,125929389,10073619,112294835,0,0,3089782,270469,497544289973,0.236984131194866
0,0,125839689,10123699,112818835,0,0,3119212,273389,497523689973,0.238458938794905
0,0,125770692,10179779,113722835,0,0,3129042,273309,497493689973,0.239923867264661
0,0,125660692,10236859,114126835,0,0,3168402,277229,497443189973,0.241460194302252
0,0,125531594,10335919,114856835,0,0,3189442,280169,497419389973,0.242915048372093
0,0,125412495,10419969,115449835,0,0,3208062,285119,497399689973,0.244432062280128
0,0,125303097,10479029,115770835,0,0,3247592,290059,497387289973,0.245872852816161
0,0,125244800,10521159,116582835,0,0,3257322,292929,497353389973,0.247350410163294
0,0,125150804,10580179,117214835,0,0,3276852,296909,497330689973,0.248858143897249
0,0,125072304,10623249,117408835,0,0,3305392,299839,497298389973,0.250168658982657
0,0,125001304,10659299,117938835,0,0,3323212,306789,497255789973,0.251856186984817
0,0,124940305,10712379,118533835,0,0,3324062,307709,497233089973,0.253593079694968
0,0,124870205,10770459,119253835,0,0,3323602,312629,497165289973,0.25510046349725
0,0,124788005,10841539,120296835,0,0,3324642,313549,497080189973,0.25648021198894
0,0,124698006,10907579,120559835,0,0,3335512,316509,497067889973,0.2577005203258
0,0,124620008,10958649,121265835,0,0,3355442,317439,497056089973,0.259091812514065
0,0,124550411,11021729,121694835,0,0,3355422,319359,497035589973,0.260534846951319
0,0,124470412,11065789,122608835,0,0,3381042,325299,496991589973,0.261959694832475
0,0,124348713,11147899,123451835,0,0,3411592,327189,496960689973,0.263447465853353
0,0,124239816,11235999,124259835,0,0,3421742,330089,496948789973,0.264826035537377
0,0,124130817,11302079,125023835,0,0,3451062,334009,496948889973,0.266368530392602
0,0,124092519,11320199,125758835,0,0,3458202,338889,496926089973,0.26753419869824
0,0,124002719,11370259,126149835,0,0,3487842,340829,496901589973,0.268944391904764
0,0,123923222,11402349,126778835,0,0,3526462,344739,496889889973,0.270216413822897
0,0,123822522,11486419,127784835,0,0,3534872,347669,496805789973,0.271678034252255
0,0,123752822,11539599,128375835,0,0,3544082,351489,496782089973,0.272873108065159
0,0,123683523,11574679,129134835,0,0,3564312,354409,496735289973,0.274238815033279
0,0,123564424,11677759,130076835,0,0,3574322,356329,496683289973,0.275588500989428
0,0,123495727,11720879,130546835,0,0,3592842,359209,496662689973,0.276730304018955
0,0,123405728,11791959,131131835,0,0,3603172,361129,496639989973,0.278049698208299
0,0,123356329,11816039,131603835,0,0,3613052,363049,496608489973,0.279452941269398
0,0,123288830,11866099,132219835,0,0,3623602,363989,496549789973,0.280832001293657
0,0,123220531,11921169,132651835,0,0,3629672,367919,496485289973,0.281961758587551
0,0,123151332,11971279,133178835,0,0,3637112,373809,496452689973,0.283546389646156
0,0,123089134,11998389,133601835,0,0,3657762,377699,496432189973,0.284893208656171
0,0,122998536,12048499,134013835,0,0,3686292,378589,496419689973,0.286329902443568
0,0,122918637,12112609,134478835,0,0,3695552,381479,496375089973,0.287773328610473
0,0,122817438,12157659,135069835,0,0,3741582,387429,496331389973,0.28932327436071
0,0,122765141,12176769,135982835,0,0,3760222,390319,496281389973,0.290669432392594
0,0,122713643,12209859,136611835,0,0,3769152,393229,496257689973,0.29177014705094
0,0,122644043,12248929,137215835,0,0,3789582,393159,496190989973,0.29294649917345
0,0,122564445,12307039,137801835,0,0,3799132,394049,496160289973,0.294535794891383
0,0,122503447,12350109,138633835,0,0,3803462,400979,496086389973,0.295811189614753
0,0,122414447,12396239,139038835,0,0,3830472,404849,496043889973,0.297218601630585
0,0,122351350,12435309,139682835,0,0,3836122,409779,496007189973,0.29856051883703
0,0,122249450,12479389,140205835,0,0,3875362,413699,495993589973,0.299941395200123
0,0,122168852,12531459,140432835,0,0,3894742,416629,495972289973,0.301092639747765
0,0,122100655,12571539,140731835,0,0,3914092,420549,495935889973,0.302402676033368
0,0,122019856,12635669,141067835,0,0,3924962,421419,495910489973,0.303468159321674
0,0,121911658,12697769,141379835,0,0,3963512,422319,495862089973,0.304821002962157
0,0,121832359,12735889,142008835,0,0,3993152,423199,495821389973,0.305950526553726
0,0,121782560,12763009,142878835,0,0,4001882,428079,495771389973,0.307275596499527
0,0,121673061,12819049,143358835,0,0,4038502,437039,495724789973,0.308424858431147
0,0,121604562,12854139,144248835,0,0,4067602,437949,495709789973,0.309763982530561
0,0,121496662,12925209,144500835,0,0,4097032,440879,495657389973,0.31129854518458
0,0,121427765,12992309,145295835,0,0,4093152,444779,495623489973,0.312747314457443
0,0,121397468,13009409,145768835,0,0,4092192,449679,495600889973,0.313985533978437
0,0,121339770,13055549,146673835,0,0,4090502,452539,495574889973,0.315039870454294
0,0,121278470,13089649,147403835,0,0,4100122,457439,495548089973,0.316253721149311
0,0,121187174,13158729,147952835,0,0,4111042,458359,495505489973,0.317370337808955
0,0,121108974,13221909,148434835,0,0,4120372,459179,495463889973,0.318541784156982
0,0,121006674,13290989,148914835,0,0,4137082,462099,495403289973,0.319807809805871
0,0,120888275,13389079,149352835,0,0,4147542,462009,495388789973,0.321185410613369
0,0,120848976,13421189,150238835,0,0,4148372,464899,495354789973,0.322308184855698
0,0,120797477,13453319,150597835,0,0,4157912,466769,495313289973,0.32356788765522
0,0,120716079,13495409,150897835,0,0,4186052,470679,495260889973,0.324812501605655
0,0,120636980,13551479,151347835,0,0,4194072,473609,495226289973,0.32602519420848
0,0,120547582,13621539,151867835,0,0,4200732,481549,495193689973,0.327199236257717
0,0,120497682,13637609,152376835,0,0,4221382,485479,495150089973,0.32834164125086
0,0,120447183,13657679,152742835,0,0,4241322,487409,495097589973,0.329442329017393
0,0,120348883,13720769,152854835,0,0,4270282,490319,495052389973,0.330803732466041
0,0,120280684,13769879,152997835,0,0,4278622,493209,495019189973,0.331934040447196
0,0,120220885,13818009,153279835,0,0,4277552,496079,494986789973,0.332921418809611
0,0,120170186,13841129,154122835,0,0,4287702,499959,494937889973,0.334312062331565
0,0,120130188,13859229,154608835,0,0,4296182,503859,494927289973,0.335533651975148
0,0,120060590,13907329,155319835,0,0,4304482,507759,494902489973,0.33654526460287
0,0,119951990,13944419,156130835,0,0,4363912,509669,494879589973,0.337820003307549
0,0,119873190,14003489,156739835,0,0,4372722,512599,494843889973,0.338996807997763
0,0,119804490,14020619,158073835,0,0,4409182,519469,494810489973,0.340598659378174
0,0,119696594,14100749,158541835,0,0,4427422,523339,494787889973,0.342122913302779
0,0,119617797,14153829,159432835,0,0,4449062,525259,494746889973,0.343369365379803
0,0,119567898,14186009,159910835,0,0,4458902,527079,494692289973,0.344594633846831
0,0,119488498,14227089,160613835,0,0,4487452,530999,494629489973,0.345781309920564
0,0,119408705,14269229,161211835,0,0,4516572,534859,494587789973,0.347015761698741
0,0,119330105,14296359,161319835,0,0,4553232,536729,494555589973,0.348189409461875
0,0,119298811,14312449,161868835,0,0,4550772,542639,494539889973,0.349409651714783
0,0,119210411,14374519,162652835,0,0,4570722,545569,494538989973,0.350612159152263
0,0,119180314,14386639,163113835,0,0,4579702,548449,494487389973,0.35175006967948
0,0,119141716,14397729,163646835,0,0,4588832,549359,494451789973,0.35309764051128
0,0,119102017,14427839,164551835,0,0,4591172,553249,494427789973,0.354431420847857
0,0,119032118,14477919,165204835,0,0,4588702,560169,494405989973,0.355706151529051
0,0,118974119,14507059,165888835,0,0,4607532,563029,494360189973,0.356982007487698
0,0,118915820,14535159,166369835,0,0,4624862,567929,494313589973,0.358274064196489
0,0,118797521,14601239,166845835,0,0,4667092,571849,494269989973,0.359676932884354
0,0,118729824,14654369,167339835,0,0,4676112,574719,494214389973,0.360873866351276
0,0,118670725,14681539,167845835,0,0,4695062,579549,494184789973,0.36235771271456
0,0,118572526,14746629,168378835,0,0,4711322,583459,494160189973,0.363704322982683
0,0,118472526,14811729,168986835,0,0,4728382,590359,494126489973,0.365022366641449
0,0,118423228,14821829,169676835,0,0,4746072,593259,494077689973,0.366817010331392
0,0,118322229,14878129,169956835,0,0,4776342,597959,494014289973,0.368491615214125
0,0,118171329,14987229,170346835,0,0,4800982,605859,493958689973,0.370156609544088
0,0,118103531,15023529,171006835,0,0,4818742,612559,493912889973,0.371563203392439
0,0,117970633,15123629,171786835,0,0,4836582,616459,493848889973,0.373176895056719
0,0,117902336,15153729,172666835,0,0,4854312,621359,493802889973,0.374889671343913
0,0,117801537,15229729,173526835,0,0,4860212,625359,493776889973,0.376407279845881
0,0,117702840,15298929,173976835,0,0,4868442,632159,493720289973,0.377978860053616
0,0,117626344,15349029,174496835,0,0,4889002,638059,493718589973,0.379672217564862
0,0,117489345,15432229,175386835,0,0,4936072,639859,493619589973,0.381142862464373
0,0,117419548,15473329,175916835,0,0,4943822,647759,493572889973,0.382876713257598
0,0,117350851,15506029,177296835,0,0,4974772,650059,493522389973,0.384511225721899
0,0,117292954,15544329,177716835,0,0,4983312,651759,493475789973,0.386294013525252
0,0,117214655,15577429,178816835,0,0,5009172,658659,493388589973,0.387866514970848
0,0,117124657,15647629,179476835,0,0,5016832,661459,493329789973,0.389664992643032
0,0,117022360,15712729,179576835,0,0,5036182,665359,493312489973,0.391284423975684
0,0,116944561,15765729,180076835,0,0,5041562,671359,493256789973,0.392700314916934
0,0,116884363,15817829,180956835,0,0,5039332,676259,493196789973,0.394137032366088
0,0,116783463,15875929,181366835,0,0,5068492,680159,493156189973,0.395662173616312
0,0,116643365,15948929,182026835,0,0,5116932,686159,493090389973,0.397280545618741
0,0,116574065,15984229,182466835,0,0,5133702,692859,493033789973,0.398852451883048
0,0,116513365,16012529,183556835,0,0,5150072,699559,492947589973,0.400038727931842
0,0,116392765,16080029,184206835,0,0,5188732,705059,492944789973,0.401462665076244
0,0,116304068,16144529,185186835,0,0,5197582,707559,492874689973,0.402981524959137
0,0,116215972,16191529,185846835,0,0,5225342,712559,492828889973,0.404472907006722
0,0,116115176,16241829,186226835,0,0,5255102,718259,492800389973,0.405904734802919
0,0,116066882,16254829,186526835,0,0,5271392,727259,492732989973,0.407231900116642
0,0,115998883,16307129,187106835,0,0,5269642,732959,492713289973,0.408766758867696
0,0,115920583,16350429,187486835,0,0,5290692,738659,492655689973,0.41018804051128
0,0,115882584,16369729,188146835,0,0,5288212,745359,492621889973,0.411508671129858
0,0,115805089,16403029,188676835,0,0,5313752,749059,492587189973,0.413000706901078
0,0,115727491,16448129,189646835,0,0,5332482,751959,492531089973,0.414715262915922
0,0,115638293,16503329,190186835,0,0,5347212,758759,492486389973,0.416226312539519
0,0,115539498,16560929,191026835,0,0,5374962,761159,492460389973,0.418086735119672
0,0,115458799,16567129,191546835,0,0,5429402,768959,492398789973,0.419594710824633
0,0,115410701,16579129,192286835,0,0,5447732,775959,492368889973,0.421049811206999
0,0,115313505,16632329,192666835,0,0,5475672,783759,492330389973,0.422572461102636
0,0,115262910,16646429,193316835,0,0,5490722,792659,492274589973,0.424237435754461
0,0,115225512,16665629,194076835,0,0,5495682,795459,492229689973,0.426023512303466
0,0,115158314,16705629,194946835,0,0,5512152,803459,492136689973,0.427642242722288
0,0,115109016,16732029,195226835,0,0,5519702,807059,492077189973,0.429048743849539
0,0,115039722,16771029,196006835,0,0,5528952,817059,492017289973,0.43036715887889
0,0,114958923,16801329,196336835,0,0,5564912,822759,491939789973,0.432057507527705
0,0,114900126,16812629,196876835,0,0,5593062,832459,491914089973,0.433293150339573
0,0,114861826,16836629,197436835,0,0,5591942,835459,491864389973,0.434788415445547
0,0,114803728,16869729,198016835,0,0,5599122,841359,491804689973,0.43624699556882
0,0,114695229,16941829,198266835,0,0,5619772,844259,491764289973,0.437617203464349
0,0,114646232,16976829,198926835,0,0,5615442,854259,491725489973,0.4388387785968
0,0,114518133,17062129,199976835,0,0,5643592,859959,491676289973,0.440122960034969
0,0,114437134,17114329,200616835,0,0,5651452,865759,491610489973,0.441473813551774
0,0,114348634,17180529,201066835,0,0,5660762,866559,491602889973,0.442727019987375
0,0,114300837,17195729,201626835,0,0,5674282,873359,491559189973,0.444154948690528
0,0,114240640,17220129,201886835,0,0,5689622,878959,491500789973,0.445970990419733
0,0,114178741,17251229,202446835,0,0,5696702,883859,491420089973,0.4476256222747
0,0,114121642,17288429,203016835,0,0,5704342,893659,491340389973,0.448861963144764
0,0,114084342,17306929,203926835,0,0,5714062,897159,491281289973,0.450208351469281
0,0,114016544,17354429,204086835,0,0,5724342,899659,491217989973,0.451483236858535
0,0,113947148,17390729,204286835,0,0,5741002,904359,491171589973,0.452735147259087
